intent,text
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Los Angeles
CancelFlight,cancel flight to Tokyo
CancelFlight,cancellation of flight to Toronto.
CancelFlight,i need to cancel my flight to Tel Aviv
CancelFlight,i want to cancel my journey to Tel Aviv.
CancelFlight,please cancel my flight to Los Angeles
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from Paris to Tel Aviv
ChangeFlight,i need to change my flight from Tokyo to Tel Aviv
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Tokyo, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AB1234
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1994557
DepartureInfo,when does AA1994557 depart?
GetEntities,Lisa Rasztawicki
GetEntities,my name is Lisa Mahoney
GetEntities,i am Peter Kistner
GetEntities,my firstname is Mary
GetEntities,my lastname is Müller
GetEntities,It's Rasztawicki
GetEntities,it is Theo
GetEntities,Tom Inhestern.
GetEntities,my name is Lisa Maier.
GetEntities,i am Paul Rasztawicki.
GetEntities,my firstname is Linda.
GetEntities,my lastname is Müller.
GetEntities,It's Reichenbach.
GetEntities,it is Lisa.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Toronto please
BookFlight,could you book a flight to Tokyo on 2nd of april for me?
BookFlight,i want a flight to Paris
BookFlight,i would like to book a flight to New York.
BookFlight,"no, i want to fly to Tokyo, not to Tel Aviv."
BookSeat,book a seat as close as possible to the galley on my flight to New York
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to New York
CancelFlight,cancel flight to Tokyo
CancelFlight,cancellation of flight to Tokyo.
CancelFlight,i need to cancel my flight to Paris
CancelFlight,i want to cancel my journey to Paris.
CancelFlight,please cancel my flight to Berlin
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from Seattle to London
ChangeFlight,i need to change my flight from Tel Aviv to New York
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Berlin, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AB1234
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1994557
DepartureInfo,when does LH7721 depart?
GetEntities,Tom Maier
GetEntities,my name is Linda Ebner
GetEntities,i am Tom Rasztawicki
GetEntities,my firstname is Theo
GetEntities,my lastname is Kistner
GetEntities,It's Rasztawicki
GetEntities,it is Mary
GetEntities,Theo Delaunay.
GetEntities,my name is Peter Reichenbach.
GetEntities,i am Maria Coskun.
GetEntities,my firstname is Mary.
GetEntities,my lastname is Delaunay.
GetEntities,It's Rasztawicki.
GetEntities,it is Paul.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Paris please
BookFlight,could you book a flight to Los Angeles on 2nd of april for me?
BookFlight,i want a flight to Los Angeles
BookFlight,i would like to book a flight to Toronto.
BookFlight,"no, i want to fly to Seattle, not to Paris."
BookSeat,book a seat as close as possible to the galley on my flight to Paris
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Los Angeles
CancelFlight,cancel flight to Los Angeles
CancelFlight,cancellation of flight to Los Angeles.
CancelFlight,i need to cancel my flight to New York
CancelFlight,i want to cancel my journey to Paris.
CancelFlight,please cancel my flight to Paris
ChangeFlight,change flight to Paris.
ChangeFlight,change my flight from Tokyo to Los Angeles
ChangeFlight,i need to change my flight from London to Los Angeles
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Tokyo, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight Ab9164
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1994557
DepartureInfo,when does AA1994557 depart?
GetEntities,Tom Delaunay
GetEntities,my name is Maria Coskun
GetEntities,i am Paul Müller
GetEntities,my firstname is Margret
GetEntities,my lastname is Müller
GetEntities,It's Kistner
GetEntities,it is Theo
GetEntities,Peter Müller.
GetEntities,my name is Lisa Mahoney.
GetEntities,i am Theo Reichenbach.
GetEntities,my firstname is Mary.
GetEntities,my lastname is Maier.
GetEntities,It's Rasztawicki.
GetEntities,it is Tom.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Los Angeles please
BookFlight,could you book a flight to New York on 2nd of april for me?
BookFlight,i want a flight to Berlin
BookFlight,i would like to book a flight to Berlin.
BookFlight,"no, i want to fly to Seattle, not to Berlin."
BookSeat,book a seat as close as possible to the galley on my flight to Paris
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Los Angeles
CancelFlight,cancel flight to Los Angeles
CancelFlight,cancellation of flight to Los Angeles.
CancelFlight,i need to cancel my flight to Berlin
CancelFlight,i want to cancel my journey to Los Angeles.
CancelFlight,please cancel my flight to Paris
ChangeFlight,change flight to New York.
ChangeFlight,change my flight from Los Angeles to Seattle
ChangeFlight,i need to change my flight from Los Angeles to London
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Berlin, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH1346
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1994557
DepartureInfo,when does LH1346 depart?
GetEntities,Paul Reichenbach
GetEntities,my name is Margret Delaunay
GetEntities,i am Lisa Ebner
GetEntities,my firstname is Theo
GetEntities,my lastname is Kistner
GetEntities,It's Reichenbach
GetEntities,it is Mary
GetEntities,Margret Delaunay.
GetEntities,my name is Peter Maier.
GetEntities,i am Paul Coskun.
GetEntities,my firstname is Tom.
GetEntities,my lastname is Mahoney.
GetEntities,It's Coskun.
GetEntities,it is Lisa.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to London please
BookFlight,could you book a flight to Tokyo on 2nd of april for me?
BookFlight,i want a flight to Tokyo
BookFlight,i would like to book a flight to Tel Aviv.
BookFlight,"no, i want to fly to Seattle, not to Tokyo."
BookSeat,book a seat as close as possible to the galley on my flight to Paris
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tel Aviv
CancelFlight,cancel flight to Berlin
CancelFlight,cancellation of flight to Seattle.
CancelFlight,i need to cancel my flight to Los Angeles
CancelFlight,i want to cancel my journey to Seattle.
CancelFlight,please cancel my flight to Los Angeles
ChangeFlight,change flight to New York.
ChangeFlight,change my flight from Toronto to Seattle
ChangeFlight,i need to change my flight from Los Angeles to Tokyo
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Berlin, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight Ab9164
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does CP9919223 depart?
GetEntities,Lisa Delaunay
GetEntities,my name is Maria Ebner
GetEntities,i am Tom Mahoney
GetEntities,my firstname is Margret
GetEntities,my lastname is Maier
GetEntities,It's Reichenbach
GetEntities,it is Maria
GetEntities,Maria Inhestern.
GetEntities,my name is Paul Müller.
GetEntities,i am Margret Coskun.
GetEntities,my firstname is Peter.
GetEntities,my lastname is Reichenbach.
GetEntities,It's Coskun.
GetEntities,it is Tom.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Los Angeles please
BookFlight,could you book a flight to Toronto on 2nd of april for me?
BookFlight,i want a flight to New York
BookFlight,i would like to book a flight to Tel Aviv.
BookFlight,"no, i want to fly to Seattle, not to Berlin."
BookSeat,book a seat as close as possible to the galley on my flight to London
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Seattle
CancelFlight,cancel flight to Los Angeles
CancelFlight,cancellation of flight to Los Angeles.
CancelFlight,i need to cancel my flight to Tel Aviv
CancelFlight,i want to cancel my journey to Toronto.
CancelFlight,please cancel my flight to London
ChangeFlight,change flight to Paris.
ChangeFlight,change my flight from London to Tokyo
ChangeFlight,i need to change my flight from Tokyo to Los Angeles
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Paris, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight Ab9164
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1994557
DepartureInfo,when does Ab9164 depart?
GetEntities,Tom Coskun
GetEntities,my name is Mary Mahoney
GetEntities,i am Theo Coskun
GetEntities,my firstname is Lisa
GetEntities,my lastname is Mahoney
GetEntities,It's Kistner
GetEntities,it is Peter
GetEntities,Peter Inhestern.
GetEntities,my name is Tom Rasztawicki.
GetEntities,i am Peter Mahoney.
GetEntities,my firstname is Theo.
GetEntities,my lastname is Mahoney.
GetEntities,It's Rasztawicki.
GetEntities,it is Theo.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Berlin please
BookFlight,could you book a flight to Paris on 2nd of april for me?
BookFlight,i want a flight to Seattle
BookFlight,i would like to book a flight to Tel Aviv.
BookFlight,"no, i want to fly to Los Angeles, not to Berlin."
BookSeat,book a seat as close as possible to the galley on my flight to Tel Aviv
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Paris
CancelFlight,cancel flight to Seattle
CancelFlight,cancellation of flight to Tel Aviv.
CancelFlight,i need to cancel my flight to Seattle
CancelFlight,i want to cancel my journey to London.
CancelFlight,please cancel my flight to Tokyo
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from Paris to Tel Aviv
ChangeFlight,i need to change my flight from Los Angeles to Tel Aviv
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Tel Aviv, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1834556
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does AA1994557 depart?
GetEntities,Paul Mahoney
GetEntities,my name is Lisa Ebner
GetEntities,i am Theo Rasztawicki
GetEntities,my firstname is Mary
GetEntities,my lastname is Kistner
GetEntities,It's Rasztawicki
GetEntities,it is Tom
GetEntities,Tom Inhestern.
GetEntities,my name is Tom Müller.
GetEntities,i am Mary Coskun.
GetEntities,my firstname is Lisa.
GetEntities,my lastname is Coskun.
GetEntities,It's Kistner.
GetEntities,it is Paul.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to London please
BookFlight,could you book a flight to New York on 2nd of april for me?
BookFlight,i want a flight to New York
BookFlight,i would like to book a flight to New York.
BookFlight,"no, i want to fly to Tel Aviv, not to Los Angeles."
BookSeat,book a seat as close as possible to the galley on my flight to Tel Aviv
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tel Aviv
CancelFlight,cancel flight to New York
CancelFlight,cancellation of flight to New York.
CancelFlight,i need to cancel my flight to Seattle
CancelFlight,i want to cancel my journey to New York.
CancelFlight,please cancel my flight to Tel Aviv
ChangeFlight,change flight to Los Angeles.
ChangeFlight,change my flight from New York to Tokyo
ChangeFlight,i need to change my flight from Berlin to Seattle
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Seattle, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight Ab9164
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH1346
DepartureInfo,when does LH7721 depart?
GetEntities,Mary Inhestern
GetEntities,my name is Linda Kistner
GetEntities,i am Lisa Müller
GetEntities,my firstname is Lisa
GetEntities,my lastname is Mahoney
GetEntities,It's Ebner
GetEntities,it is Theo
GetEntities,Margret Coskun.
GetEntities,my name is Lisa Müller.
GetEntities,i am Lisa Delaunay.
GetEntities,my firstname is Linda.
GetEntities,my lastname is Reichenbach.
GetEntities,It's Maier.
GetEntities,it is Linda.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Toronto please
BookFlight,could you book a flight to Berlin on 2nd of april for me?
BookFlight,i want a flight to Tel Aviv
BookFlight,i would like to book a flight to Toronto.
BookFlight,"no, i want to fly to Paris, not to Los Angeles."
BookSeat,book a seat as close as possible to the galley on my flight to Berlin
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Los Angeles
CancelFlight,cancel flight to Berlin
CancelFlight,cancellation of flight to London.
CancelFlight,i need to cancel my flight to Seattle
CancelFlight,i want to cancel my journey to Seattle.
CancelFlight,please cancel my flight to Tel Aviv
ChangeFlight,change flight to Toronto.
ChangeFlight,change my flight from Tokyo to Tel Aviv
ChangeFlight,i need to change my flight from Seattle to Tel Aviv
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Paris, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1834556
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH1346
DepartureInfo,when does CP9919223 depart?
GetEntities,Theo Mahoney
GetEntities,my name is Lisa Coskun
GetEntities,i am Mary Reichenbach
GetEntities,my firstname is Paul
GetEntities,my lastname is Inhestern
GetEntities,It's Inhestern
GetEntities,it is Linda
GetEntities,Linda Reichenbach.
GetEntities,my name is Linda Inhestern.
GetEntities,i am Mary Mahoney.
GetEntities,my firstname is Linda.
GetEntities,my lastname is Inhestern.
GetEntities,It's Reichenbach.
GetEntities,it is Paul.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Berlin please
BookFlight,could you book a flight to Toronto on 2nd of april for me?
BookFlight,i want a flight to Paris
BookFlight,i would like to book a flight to Los Angeles.
BookFlight,"no, i want to fly to London, not to Seattle."
BookSeat,book a seat as close as possible to the galley on my flight to Toronto
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Los Angeles
CancelFlight,cancel flight to Berlin
CancelFlight,cancellation of flight to Seattle.
CancelFlight,i need to cancel my flight to Tokyo
CancelFlight,i want to cancel my journey to London.
CancelFlight,please cancel my flight to Seattle
ChangeFlight,change flight to Toronto.
ChangeFlight,change my flight from Tokyo to Paris
ChangeFlight,i need to change my flight from New York to Seattle
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Seattle, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight Ab9164
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH7721
DepartureInfo,when does AA1834556 depart?
GetEntities,Theo Ebner
GetEntities,my name is Linda Müller
GetEntities,i am Linda Müller
GetEntities,my firstname is Tom
GetEntities,my lastname is Ebner
GetEntities,It's Ebner
GetEntities,it is Maria
GetEntities,Margret Delaunay.
GetEntities,my name is Theo Inhestern.
GetEntities,i am Paul Reichenbach.
GetEntities,my firstname is Theo.
GetEntities,my lastname is Ebner.
GetEntities,It's Maier.
GetEntities,it is Maria.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Paris please
BookFlight,could you book a flight to Berlin on 2nd of april for me?
BookFlight,i want a flight to Berlin
BookFlight,i would like to book a flight to New York.
BookFlight,"no, i want to fly to London, not to Paris."
BookSeat,book a seat as close as possible to the galley on my flight to New York
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tel Aviv
CancelFlight,cancel flight to Toronto
CancelFlight,cancellation of flight to Seattle.
CancelFlight,i need to cancel my flight to Paris
CancelFlight,i want to cancel my journey to London.
CancelFlight,please cancel my flight to Toronto
ChangeFlight,change flight to Paris.
ChangeFlight,change my flight from Tokyo to London
ChangeFlight,i need to change my flight from Paris to Berlin
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Seattle, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH7721
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does LH1346 depart?
GetEntities,Paul Reichenbach
GetEntities,my name is Linda Mahoney
GetEntities,i am Tom Kistner
GetEntities,my firstname is Margret
GetEntities,my lastname is Rasztawicki
GetEntities,It's Ebner
GetEntities,it is Peter
GetEntities,Mary Inhestern.
GetEntities,my name is Paul Maier.
GetEntities,i am Theo Inhestern.
GetEntities,my firstname is Margret.
GetEntities,my lastname is Müller.
GetEntities,It's Maier.
GetEntities,it is Linda.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Toronto please
BookFlight,could you book a flight to Toronto on 2nd of april for me?
BookFlight,i want a flight to Toronto
BookFlight,i would like to book a flight to New York.
BookFlight,"no, i want to fly to New York, not to London."
BookSeat,book a seat as close as possible to the galley on my flight to Tokyo
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to London
CancelFlight,cancel flight to New York
CancelFlight,cancellation of flight to Toronto.
CancelFlight,i need to cancel my flight to New York
CancelFlight,i want to cancel my journey to Los Angeles.
CancelFlight,please cancel my flight to Seattle
ChangeFlight,change flight to Berlin.
ChangeFlight,change my flight from Paris to New York
ChangeFlight,i need to change my flight from Tel Aviv to New York
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Seattle, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does LH1346 depart?
GetEntities,Margret Ebner
GetEntities,my name is Maria Ebner
GetEntities,i am Lisa Ebner
GetEntities,my firstname is Lisa
GetEntities,my lastname is Reichenbach
GetEntities,It's Ebner
GetEntities,it is Margret
GetEntities,Margret Müller.
GetEntities,my name is Mary Müller.
GetEntities,i am Margret Maier.
GetEntities,my firstname is Tom.
GetEntities,my lastname is Mahoney.
GetEntities,It's Mahoney.
GetEntities,it is Linda.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Berlin please
BookFlight,could you book a flight to London on 2nd of april for me?
BookFlight,i want a flight to Paris
BookFlight,i would like to book a flight to New York.
BookFlight,"no, i want to fly to Los Angeles, not to Toronto."
BookSeat,book a seat as close as possible to the galley on my flight to Seattle
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Paris
CancelFlight,cancel flight to Tokyo
CancelFlight,cancellation of flight to Berlin.
CancelFlight,i need to cancel my flight to Paris
CancelFlight,i want to cancel my journey to Tel Aviv.
CancelFlight,please cancel my flight to Toronto
ChangeFlight,change flight to New York.
ChangeFlight,change my flight from Seattle to New York
ChangeFlight,i need to change my flight from London to Toronto
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Los Angeles, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH1346
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does AA1994557 depart?
GetEntities,Tom Maier
GetEntities,my name is Margret Coskun
GetEntities,i am Maria Inhestern
GetEntities,my firstname is Lisa
GetEntities,my lastname is Reichenbach
GetEntities,It's Mahoney
GetEntities,it is Maria
GetEntities,Linda Ebner.
GetEntities,my name is Peter Rasztawicki.
GetEntities,i am Tom Maier.
GetEntities,my firstname is Peter.
GetEntities,my lastname is Reichenbach.
GetEntities,It's Delaunay.
GetEntities,it is Tom.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tokyo please
BookFlight,could you book a flight to Toronto on 2nd of april for me?
BookFlight,i want a flight to Los Angeles
BookFlight,i would like to book a flight to London.
BookFlight,"no, i want to fly to Seattle, not to Berlin."
BookSeat,book a seat as close as possible to the galley on my flight to Toronto
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tel Aviv
CancelFlight,cancel flight to Tel Aviv
CancelFlight,cancellation of flight to Tokyo.
CancelFlight,i need to cancel my flight to New York
CancelFlight,i want to cancel my journey to Berlin.
CancelFlight,please cancel my flight to Toronto
ChangeFlight,change flight to Tel Aviv.
ChangeFlight,change my flight from Los Angeles to Tokyo
ChangeFlight,i need to change my flight from Paris to Tokyo
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to New York, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AB1234
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does AA1994557 depart?
GetEntities,Mary Maier
GetEntities,my name is Theo Reichenbach
GetEntities,i am Linda Rasztawicki
GetEntities,my firstname is Theo
GetEntities,my lastname is Delaunay
GetEntities,It's Kistner
GetEntities,it is Paul
GetEntities,Paul Müller.
GetEntities,my name is Linda Maier.
GetEntities,i am Paul Müller.
GetEntities,my firstname is Mary.
GetEntities,my lastname is Ebner.
GetEntities,It's Ebner.
GetEntities,it is Maria.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Seattle please
BookFlight,could you book a flight to Los Angeles on 2nd of april for me?
BookFlight,i want a flight to Los Angeles
BookFlight,i would like to book a flight to Berlin.
BookFlight,"no, i want to fly to Toronto, not to New York."
BookSeat,book a seat as close as possible to the galley on my flight to London
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to London
CancelFlight,cancel flight to New York
CancelFlight,cancellation of flight to Paris.
CancelFlight,i need to cancel my flight to Berlin
CancelFlight,i want to cancel my journey to Seattle.
CancelFlight,please cancel my flight to Seattle
ChangeFlight,change flight to Los Angeles.
ChangeFlight,change my flight from Tokyo to Tel Aviv
ChangeFlight,i need to change my flight from Toronto to Tel Aviv
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to London, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1834556
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH1346
DepartureInfo,when does Ab9164 depart?
GetEntities,Linda Maier
GetEntities,my name is Lisa Maier
GetEntities,i am Theo Müller
GetEntities,my firstname is Maria
GetEntities,my lastname is Ebner
GetEntities,It's Kistner
GetEntities,it is Mary
GetEntities,Peter Coskun.
GetEntities,my name is Linda Kistner.
GetEntities,i am Paul Kistner.
GetEntities,my firstname is Linda.
GetEntities,my lastname is Mahoney.
GetEntities,It's Ebner.
GetEntities,it is Paul.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to New York please
BookFlight,could you book a flight to London on 2nd of april for me?
BookFlight,i want a flight to Berlin
BookFlight,i would like to book a flight to Berlin.
BookFlight,"no, i want to fly to London, not to Paris."
BookSeat,book a seat as close as possible to the galley on my flight to London
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tokyo
CancelFlight,cancel flight to New York
CancelFlight,cancellation of flight to Tel Aviv.
CancelFlight,i need to cancel my flight to London
CancelFlight,i want to cancel my journey to Toronto.
CancelFlight,please cancel my flight to Paris
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from Seattle to Toronto
ChangeFlight,i need to change my flight from Tel Aviv to New York
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to London, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH1346
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does AB1234 depart?
GetEntities,Peter Mahoney
GetEntities,my name is Lisa Inhestern
GetEntities,i am Linda Inhestern
GetEntities,my firstname is Lisa
GetEntities,my lastname is Rasztawicki
GetEntities,It's Kistner
GetEntities,it is Linda
GetEntities,Paul Coskun.
GetEntities,my name is Theo Coskun.
GetEntities,i am Mary Kistner.
GetEntities,my firstname is Tom.
GetEntities,my lastname is Coskun.
GetEntities,It's Ebner.
GetEntities,it is Margret.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Seattle please
BookFlight,could you book a flight to Los Angeles on 2nd of april for me?
BookFlight,i want a flight to Tokyo
BookFlight,i would like to book a flight to London.
BookFlight,"no, i want to fly to Berlin, not to Los Angeles."
BookSeat,book a seat as close as possible to the galley on my flight to Tel Aviv
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Toronto
CancelFlight,cancel flight to Berlin
CancelFlight,cancellation of flight to Los Angeles.
CancelFlight,i need to cancel my flight to New York
CancelFlight,i want to cancel my journey to Paris.
CancelFlight,please cancel my flight to Paris
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from Berlin to Tokyo
ChangeFlight,i need to change my flight from Tel Aviv to New York
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Berlin, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AB1234
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH7721
DepartureInfo,when does LH1346 depart?
GetEntities,Tom Inhestern
GetEntities,my name is Tom Coskun
GetEntities,i am Peter Maier
GetEntities,my firstname is Paul
GetEntities,my lastname is Müller
GetEntities,It's Ebner
GetEntities,it is Maria
GetEntities,Peter Inhestern.
GetEntities,my name is Tom Müller.
GetEntities,i am Peter Ebner.
GetEntities,my firstname is Linda.
GetEntities,my lastname is Inhestern.
GetEntities,It's Mahoney.
GetEntities,it is Mary.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to London please
BookFlight,could you book a flight to Tel Aviv on 2nd of april for me?
BookFlight,i want a flight to Tokyo
BookFlight,i would like to book a flight to Seattle.
BookFlight,"no, i want to fly to Los Angeles, not to Tel Aviv."
BookSeat,book a seat as close as possible to the galley on my flight to Seattle
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to London
